shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
4..S44R,274,40.739864,-73.986599
4..S44R,275,40.735409,-73.989845
4..S44R,276,40.735365,-73.989867
4..S44R,277,40.735320,-73.989887
4..S44R,278,40.735274,-73.989904
4..S44R,279,40.735228,-73.989920
4..S44R,280,40.735181,-73.989933
4..S44R,281,40.735133,-73.989944
4..S44R,282,40.735084,-73.989953
4..S44R,283,40.735035,-73.989960
4..S44R,284,40.734986,-73.989965
4..S44R,285,40.734935,-73.989968
4..S44R,286,40.734884,-73.989969
4..S44R,287,40.734832,-73.989967
4..S44R,288,40.734779,-73.989964
4..S44R,289,40.734726,-73.989958
4..S44R,290,40.734673,-73.989951
4..S44R,291,40.734580,-73.989930
4..S44R,292,40.734490,-73.989911
4..S44R,293,40.734401,-73.989894
4..S44R,294,40.734314,-73.989880
4..S44R,295,40.734228,-73.989867
4..S44R,296,40.734145,-73.989857
4..S44R,297,40.734063,-73.989849
4..S44R,298,40.733983,-73.989843
4..S44R,299,40.733905,-73.989840
4..S44R,300,40.733829,-73.989838
4..S44R,301,40.733755,-73.989839
4..S44R,302,40.733682,-73.989842
4..S44R,303,40.733612,-73.989847
4..S44R,304,40.733543,-73.989854
4..S44R,305,40.733476,-73.989863
4..S44R,306,40.731008,-73.990453
4..S44R,307,40.730923,-73.990468
4..S44R,308,40.730843,-73.990488
4..S44R,309,40.730765,-73.990511
4..S44R,310,40.730690,-73.990538
4..S44R,311,40.730618,-73.990569
4..S44R,312,40.730548,-73.990603
4..S44R,313,40.730482,-73.990641
4..S44R,314,40.730419,-73.990682
4..S44R,315,40.730358,-73.990727
4..S44R,316,40.730300,-73.990775
4..S44R,317,40.730246,-73.990827
4..S44R,318,40.730194,-73.990882
4..S44R,319,40.730144,-73.990941
4..S44R,320,40.730098,-73.991003
4..S44R,321,40.730054,-73.991070
4..S44R,322,40.730023,-73.991125
4..S44R,323,40.729991,-73.991178
4..S44R,324,40.729958,-73.991229
4..S44R,325,40.729925,-73.991280
4..S44R,326,40.729891,-73.991328
4..S44R,327,40.729856,-73.991376
4..S44R,328,40.729821,-73.991422
4..S44R,329,40.729785,-73.991466
4..S44R,330,40.729748,-73.991509
4..S44R,331,40.729711,-73.991551
4..S44R,332,40.729673,-73.991592
4..S44R,333,40.729634,-73.991631
4..S44R,334,40.729595,-73.991669
4..S44R,335,40.729555,-73.991705
4..S44R,336,40.729514,-73.991740
4..S44R,337,40.727308,-73.993622
4..S44R,338,40.725915,-73.994659
4..S44R,339,40.723654,-73.996498
4..S44R,340,40.723631,-73.996519
4..S44R,341,40.723607,-73.996540
4..S44R,342,40.723584,-73.996560
4..S44R,343,40.723560,-73.996579
4..S44R,344,40.723536,-73.996597
4..S44R,345,40.723512,-73.996614
4..S44R,346,40.723488,-73.996631
4..S44R,347,40.723464,-73.996647
4..S44R,348,40.723439,-73.996662
4..S44R,349,40.723415,-73.996676
4..S44R,350,40.723390,-73.996690
4..S44R,351,40.723365,-73.996702
4..S44R,352,40.723340,-73.996714
4..S44R,353,40.723314,-73.996726
4..S44R,354,40.723289,-73.996736
4..S44R,355,40.722521,-73.997029
4..S44R,356,40.722507,-73.997035
4..S44R,357,40.722492,-73.997041
4..S44R,358,40.722478,-73.997047
4..S44R,359,40.722464,-73.997053
4..S44R,360,40.722450,-73.997060
4..S44R,361,40.722435,-73.997066
4..S44R,362,40.722421,-73.997073
4..S44R,363,40.722407,-73.997081
4..S44R,364,40.722393,-73.997088
4..S44R,365,40.722379,-73.997096
4..S44R,366,40.722364,-73.997104
4..S44R,367,40.722350,-73.997112
4..S44R,368,40.722336,-73.997120
4..S44R,369,40.722322,-73.997128
4..S44R,370,40.722301,-73.997141
4..S44R,371,40.722285,-73.997151
4..S44R,372,40.722273,-73.997158
4..S44R,373,40.722261,-73.997166
4..S44R,374,40.722249,-73.997174
4..S44R,375,40.722237,-73.997183
4..S44R,376,40.722225,-73.997191
4..S44R,377,40.722213,-73.997201
4..S44R,378,40.722201,-73.997210
4..S44R,379,40.722188,-73.997220
4..S44R,380,40.722176,-73.997231
4..S44R,381,40.722163,-73.997241
4..S44R,382,40.722151,-73.997253
4..S44R,383,40.722138,-73.997264
4..S44R,384,40.722125,-73.997276
4..S44R,385,40.720055,-73.999049
4..S44R,386,40.718803,-74.000193
4..S44R,387,40.715827,-74.002859
4..S44R,388,40.715800,-74.002883
4..S44R,389,40.715772,-74.002905
4..S44R,390,40.715744,-74.002925
4..S44R,391,40.715716,-74.002945
4..S44R,392,40.715687,-74.002963
4..S44R,393,40.715657,-74.002979
4..S44R,394,40.715627,-74.002994
4..S44R,395,40.715597,-74.003008
4..S44R,396,40.715566,-74.003020
4..S44R,397,40.715535,-74.003031
4..S44R,398,40.715503,-74.003040
4..S44R,399,40.715471,-74.003048
4..S44R,400,40.715438,-74.003054
4..S44R,401,40.715405,-74.003059
4..S44R,402,40.715371,-74.003063
4..S44R,403,40.714559,-74.003165
4..S44R,404,40.714504,-74.003166
4..S44R,405,40.714449,-74.003170
4..S44R,406,40.714396,-74.003176
4..S44R,407,40.714345,-74.003184
4..S44R,408,40.714294,-74.003195
4..S44R,409,40.714244,-74.003209
4..S44R,410,40.714196,-74.003224
4..S44R,411,40.714149,-74.003242
4..S44R,412,40.714102,-74.003263
4..S44R,413,40.714057,-74.003286
4..S44R,414,40.714014,-74.003311
4..S44R,415,40.713971,-74.003339
4..S44R,416,40.713930,-74.003369
4..S44R,417,40.713889,-74.003402
4..S44R,418,40.713850,-74.003437
4..S44R,419,40.713065,-74.004131
4..S44R,420,40.712564,-74.004631
4..S44R,421,40.712530,-74.004665
4..S44R,422,40.712498,-74.004697
4..S44R,423,40.712469,-74.004731
4..S44R,424,40.712440,-74.004767
4..S44R,425,40.712413,-74.004805
4..S44R,426,40.712387,-74.004845
4..S44R,427,40.712363,-74.004886
4..S44R,428,40.712340,-74.004930
4..S44R,429,40.712318,-74.004976
4..S44R,430,40.712297,-74.005023
4..S44R,431,40.712278,-74.005073
4..S44R,432,40.712260,-74.005124
4..S44R,433,40.712243,-74.005177
4..S44R,434,40.712228,-74.005233
4..S44R,435,40.712214,-74.005290
4..S44R,436,40.711451,-74.008338
4..S44R,437,40.711442,-74.008372
4..S44R,438,40.711431,-74.008407
4..S44R,439,40.711419,-74.008441
4..S44R,440,40.711406,-74.008473
4..S44R,441,40.711393,-74.008505
4..S44R,442,40.711379,-74.008536
4..S44R,443,40.711364,-74.008565
4..S44R,444,40.711348,-74.008594
4..S44R,445,40.711332,-74.008622
4..S44R,446,40.711314,-74.008649
4..S44R,447,40.711296,-74.008675
4..S44R,448,40.711278,-74.008700
4..S44R,449,40.711258,-74.008725
4..S44R,450,40.711238,-74.008748
4..S44R,451,40.711218,-74.008770
4..S44R,452,40.710368,-74.009509
4..S44R,453,40.707557,-74.011862
4..S44R,454,40.705299,-74.013759
4..S44R,455,40.705168,-74.013854
4..S44R,456,40.705053,-74.013932
4..S44R,457,40.704817,-74.014065
4..S44R,458,40.704123,-74.014428
4..S44R,459,40.703957,-74.014503
4..S44R,460,40.703793,-74.014565
4..S44R,461,40.703634,-74.014612
4..S44R,462,40.703477,-74.014643
4..S44R,463,40.703325,-74.014659
4..S44R,464,40.703176,-74.014660
4..S44R,465,40.703031,-74.014645
4..S44R,466,40.702890,-74.014615
4..S44R,467,40.702752,-74.014569
4..S44R,468,40.702618,-74.014509
4..S44R,469,40.702488,-74.014432
4..S44R,470,40.702361,-74.014341
4..S44R,471,40.702238,-74.014233
4..S44R,472,40.702119,-74.014111
4..S44R,473,40.702003,-74.013973
4..S44R,474,40.700938,-74.012544
4..S44R,475,40.696065,-74.006198
4..S44R,476,40.695813,-74.005764
4..S44R,477,40.695589,-74.005177
4..S44R,478,40.695366,-74.004589
4..S44R,479,40.695132,-74.003986
4..S44R,480,40.694909,-74.003274
4..S44R,481,40.694739,-74.002639
4..S44R,482,40.694560,-74.001884
4..S44R,483,40.694369,-74.001108
4..S44R,484,40.694217,-74.000520
4..S44R,485,40.693877,-73.999213
4..S44R,486,40.693837,-73.998992
4..S44R,487,40.693147,-73.995080
4..S44R,488,40.692404,-73.990151
4..S44R,489,40.692392,-73.990067
4..S44R,490,40.692380,-73.989986
4..S44R,491,40.692367,-73.989908
4..S44R,492,40.692354,-73.989832
4..S44R,493,40.692341,-73.989760
4..S44R,494,40.692328,-73.989690
4..S44R,495,40.692314,-73.989623
4..S44R,496,40.692300,-73.989558
4..S44R,497,40.692286,-73.989497
4..S44R,498,40.692271,-73.989438
4..S44R,499,40.692257,-73.989382
4..S44R,500,40.692242,-73.989328
4..S44R,501,40.692226,-73.989278
4..S44R,502,40.692211,-73.989230
4..S44R,503,40.692195,-73.989185
4..S44R,504,40.690545,-73.985065
4..S44R,505,40.689164,-73.981616
4..S44R,506,40.689130,-73.981529
4..S44R,507,40.689096,-73.981444
4..S44R,508,40.689062,-73.981360
4..S44R,509,40.689027,-73.981280
4..S44R,510,40.688987,-73.981205
4..S44R,511,40.688945,-73.981133
4..S44R,512,40.688902,-73.981065
4..S44R,513,40.688856,-73.981001
4..S44R,514,40.688808,-73.980941
4..S44R,515,40.688757,-73.980884
4..S44R,516,40.688705,-73.980833
4..S44R,517,40.688649,-73.980785
4..S44R,518,40.688593,-73.980740
4..S44R,519,40.688533,-73.980697
4..S44R,520,40.688475,-73.980654
4..S44R,521,40.688246,-73.980492
4..S44R,522,40.685781,-73.978708
4..S44R,523,40.684359,-73.977666
4..S44R,524,40.680829,-73.975098
4..S44R,525,40.675235,-73.971046
4..S44R,526,40.673679,-73.969806
4..S44R,527,40.673552,-73.969694
4..S44R,528,40.673414,-73.969546
4..S44R,529,40.673299,-73.969397
4..S44R,530,40.673208,-73.969259
4..S44R,531,40.673121,-73.969088
4..S44R,532,40.673056,-73.968947
4..S44R,533,40.672999,-73.968779
4..S44R,534,40.672955,-73.968631
4..S44R,535,40.672915,-73.968465
4..S44R,536,40.671987,-73.964375
4..S44R,537,40.670682,-73.958131
4..S44R,538,40.670208,-73.955823
4..S44R,539,40.670157,-73.955542
4..S44R,540,40.670118,-73.955258
4..S44R,541,40.670096,-73.954983
4..S44R,542,40.670083,-73.954713
4..S44R,543,40.669922,-73.951706
4..S44R,544,40.669847,-73.950466
4..S44R,545,40.669399,-73.942161
4..S44R,546,40.668897,-73.932942
5..N01R,0,40.841894,-73.873488
5..N01R,1,40.843250,-73.871790
5..N01R,2,40.843567,-73.871389
5..N01R,3,40.843910,-73.871028
5..N01R,4,40.844101,-73.870857
5..N01R,5,40.844293,-73.870717
5..N01R,6,40.844505,-73.870597
5..N01R,7,40.844767,-73.870472
5..N01R,8,40.845525,-73.870143
5..N01R,9,40.845968,-73.869952
5..N01R,10,40.846084,-73.869878
5..N01R,11,40.846191,-73.869804
5..N01R,12,40.846327,-73.869717
5..N01R,13,40.846454,-73.869629
5..N01R,14,40.846768,-73.869399
5..N01R,15,40.847056,-73.869192
5..N01R,16,40.847381,-73.868975
5..N01R,17,40.847477,-73.868897
5..N01R,18,40.847572,-73.868816
5..N01R,19,40.847683,-73.868713
5..N01R,20,40.847777,-73.868618
5..N01R,21,40.847897,-73.868480
5..N01R,22,40.848010,-73.868344
5..N01R,23,40.848206,-73.868114
5..N01R,24,40.854364,-73.860495
5..N01R,25,40.857109,-73.857103
5..N01R,26,40.857168,-73.857034
5..N01R,27,40.857229,-73.856964
5..N01R,28,40.857291,-73.856894
5..N01R,29,40.857355,-73.856824
5..N01R,30,40.857420,-73.856754
5..N01R,31,40.857487,-73.856684
5..N01R,32,40.857555,-73.856615
5..N01R,33,40.857624,-73.856545
5..N01R,34,40.857695,-73.856476
5..N01R,35,40.857767,-73.856407
5..N01R,36,40.857840,-73.856338
5..N01R,37,40.857915,-73.856268
5..N01R,38,40.857992,-73.856200
5..N01R,39,40.858070,-73.856131
5..N01R,40,40.858149,-73.856063
5..N01R,41,40.858985,-73.855359
5..N01R,42,40.869526,-73.846384
5..N01R,43,40.878663,-73.838591
5..N01R,44,40.881070,-73.836547
5..N01R,45,40.883768,-73.834236
5..N01R,46,40.885577,-73.832712
5..N01R,47,40.886110,-73.832289
5..N01R,48,40.887136,-73.831550
5..N01R,49,40.887513,-73.831315
5..N01R,50,40.888300,-73.830834
5..N02R,0,40.632836,-73.947642
5..N02R,1,40.639967,-73.948411
5..N02R,2,40.645098,-73.948959
5..N02R,3,40.650843,-73.949575
5..N02R,4,40.656652,-73.950200
5..N02R,5,40.662742,-73.950850
5..N02R,6,40.663927,-73.950967
5..N02R,7,40.663989,-73.950974
5..N02R,8,40.664053,-73.950980
5..N02R,9,40.664120,-73.950985
5..N02R,10,40.664189,-73.950989
5..N02R,11,40.664260,-73.950991
5..N02R,12,40.664333,-73.950992
5..N02R,13,40.664409,-73.950992
5..N02R,14,40.664487,-73.950990
5..N02R,15,40.664568,-73.950987
5..N02R,16,40.664650,-73.950983
5..N02R,17,40.664735,-73.950978
5..N02R,18,40.664823,-73.950971
5..N02R,19,40.664912,-73.950963
5..N02R,20,40.665004,-73.950954
5..N02R,21,40.665098,-73.950942
5..N02R,22,40.667883,-73.950683
5..N02R,23,40.668466,-73.950632
5..N02R,24,40.669120,-73.950569
5..N02R,25,40.669213,-73.950559
5..N02R,26,40.669300,-73.950557
5..N02R,27,40.669381,-73.950570
5..N02R,28,40.669457,-73.950596
5..N02R,29,40.669528,-73.950634
5..N02R,30,40.669592,-73.950684
5..N02R,31,40.669652,-73.950748
5..N02R,32,40.669705,-73.950823
5..N02R,33,40.669753,-73.950912
5..N02R,34,40.669795,-73.951013
5..N02R,35,40.669832,-73.951126
5..N02R,36,40.669863,-73.951252
5..N02R,37,40.669889,-73.951391
5..N02R,38,40.669909,-73.951542
5..N02R,39,40.669922,-73.951706
5..N02R,40,40.670083,-73.954713
5..N02R,41,40.670096,-73.954983
5..N02R,42,40.670118,-73.955258
5..N02R,43,40.670157,-73.955542
5..N02R,44,40.670208,-73.955823
5..N02R,45,40.670682,-73.958131
5..N02R,46,40.671987,-73.964375
5..N02R,47,40.672915,-73.968465
5..N02R,48,40.672955,-73.968631
5..N02R,49,40.672999,-73.968779
5..N02R,50,40.673056,-73.968947
5..N02R,51,40.673121,-73.969088
5..N02R,52,40.673208,-73.969259
5..N02R,53,40.673299,-73.969397
5..N02R,54,40.673414,-73.969546
5..N02R,55,40.673552,-73.969694
5..N02R,56,40.673679,-73.969806
5..N02R,57,40.675235,-73.971046
5..N02R,58,40.680829,-73.975098
5..N02R,59,40.684359,-73.977666
5..N02R,60,40.685781,-73.978708
5..N02R,61,40.688246,-73.980492
5..N02R,62,40.688475,-73.980654
5..N02R,63,40.688533,-73.980697
5..N02R,64,40.688593,-73.980740
5..N02R,65,40.688649,-73.980785
5..N02R,66,40.688705,-73.980833
5..N02R,67,40.688757,-73.980884
5..N02R,68,40.688808,-73.980941
5..N02R,69,40.688856,-73.981001
5..N02R,70,40.688902,-73.981065
5..N02R,71,40.688945,-73.981133
5..N02R,72,40.688987,-73.981205
5..N02R,73,40.689027,-73.981280
5..N02R,74,40.689062,-73.981360
5..N02R,75,40.689096,-73.981444
5..N02R,76,40.689130,-73.981529
5..N02R,77,40.689164,-73.981616
5..N02R,78,40.690545,-73.985065
5..N02R,79,40.692195,-73.989185
5..N02R,80,40.692211,-73.989230
5..N02R,81,40.692226,-73.989278
5..N02R,82,40.692242,-73.989328
5..N02R,83,40.692257,-73.989382
5..N02R,84,40.692271,-73.989438
5..N02R,85,40.692286,-73.989497
5..N02R,86,40.692300,-73.989558
5..N02R,87,40.692314,-73.989623
5..N02R,88,40.692328,-73.989690
5..N02R,89,40.692341,-73.989760
5..N02R,90,40.692354,-73.989832
5..N02R,91,40.692367,-73.989908
5..N02R,92,40.692380,-73.989986
5..N02R,93,40.692392,-73.990067
5..N02R,94,40.692404,-73.990151
5..N02R,95,40.693147,-73.995080
5..N02R,96,40.693837,-73.998992
5..N02R,97,40.693877,-73.999213
5..N02R,98,40.694217,-74.000520
5..N02R,99,40.694369,-74.001108
5..N02R,100,40.694560,-74.001884
5..N02R,101,40.694739,-74.002639
5..N02R,102,40.694909,-74.003274
5..N02R,103,40.695132,-74.003986
5..N02R,104,40.695366,-74.004589
5..N02R,105,40.695589,-74.005177
5..N02R,106,40.695813,-74.005764
5..N02R,107,40.696065,-74.006198
5..N02R,108,40.700938,-74.012544
5..N02R,109,40.702003,-74.013973
5..N02R,110,40.702119,-74.014111
5..N02R,111,40.702238,-74.014233
5..N02R,112,40.702361,-74.014341
5..N02R,113,40.702488,-74.014432
5..N02R,114,40.702618,-74.014509
5..N02R,115,40.702752,-74.014569
5..N02R,116,40.702890,-74.014615
5..N02R,117,40.703031,-74.014645
5..N02R,118,40.703176,-74.014660
5..N02R,119,40.703325,-74.014659
5..N02R,120,40.703477,-74.014643
5..N02R,121,40.703634,-74.014612
5..N02R,122,40.703793,-74.014565
5..N02R,123,40.703957,-74.014503
5..N02R,124,40.704123,-74.014428
5..N02R,125,40.704817,-74.014065
5..N02R,126,40.705053,-74.013932
5..N02R,127,40.705168,-74.013854
5..N02R,128,40.705299,-74.013759
5..N02R,129,40.707557,-74.011862
5..N02R,130,40.710368,-74.009509
5..N02R,131,40.711218,-74.008770
5..N02R,132,40.711238,-74.008748
5..N02R,133,40.711258,-74.008725
5..N02R,134,40.711278,-74.008700
5..N02R,135,40.711296,-74.008675
5..N02R,136,40.711314,-74.008649
5..N02R,137,40.711332,-74.008622
5..N02R,138,40.711348,-74.008594
5..N02R,139,40.711364,-74.008565
5..N02R,140,40.711379,-74.008536
5..N02R,141,40.711393,-74.008505
5..N02R,142,40.711406,-74.008473
5..N02R,143,40.711419,-74.008441
5..N02R,144,40.711431,-74.008407
5..N02R,145,40.711442,-74.008372
5..N02R,146,40.711451,-74.008338
5..N02R,147,40.712214,-74.005290
5..N02R,148,40.712228,-74.005233
5..N02R,149,40.712243,-74.005177
5..N02R,150,40.712260,-74.005124
5..N02R,151,40.712278,-74.005073
5..N02R,152,40.712297,-74.005023
5..N02R,153,40.712318,-74.004976
5..N02R,154,40.712340,-74.004930
5..N02R,155,40.712363,-74.004886
5..N02R,156,40.712387,-74.004845
5..N02R,157,40.712413,-74.004805
5..N02R,158,40.712440,-74.004767
5..N02R,159,40.712469,-74.004731
5..N02R,160,40.712498,-74.004697
5..N02R,161,40.712530,-74.004665
5..N02R,162,40.712564,-74.004631
5..N02R,163,40.713065,-74.004131
5..N02R,164,40.713850,-74.003437
5..N02R,165,40.713889,-74.003402
5..N02R,166,40.713930,-74.003369
5..N02R,167,40.713971,-74.003339
5..N02R,168,40.714014,-74.003311
5..N02R,169,40.714057,-74.003286
5..N02R,170,40.714102,-74.003263
5..N02R,171,40.714149,-74.003242
5..N02R,172,40.714196,-74.003224
5..N02R,173,40.714244,-74.003209
5..N02R,174,40.714294,-74.003195
5..N02R,175,40.714345,-74.003184
5..N02R,176,40.714396,-74.003176
5..N02R,177,40.714449,-74.003170
5..N02R,178,40.714504,-74.003166
5..N02R,179,40.714559,-74.003165
5..N02R,180,40.715371,-74.003063
5..N02R,181,40.715405,-74.003059
5..N02R,182,40.715438,-74.003054
5..N02R,183,40.715471,-74.003048
5..N02R,184,40.715503,-74.003040
5..N02R,185,40.715535,-74.003031
5..N02R,186,40.715566,-74.003020
5..N02R,187,40.715597,-74.003008
5..N02R,188,40.715627,-74.002994
5..N02R,189,40.715657,-74.002979
5..N02R,190,40.715687,-74.002963
5..N02R,191,40.715716,-74.002945
5..N02R,192,40.715744,-74.002925
5..N02R,193,40.715772,-74.002905
5..N02R,194,40.715800,-74.002883
5..N02R,195,40.715827,-74.002859
5..N02R,196,40.718803,-74.000193
5..N02R,197,40.720055,-73.999049
5..N02R,198,40.722125,-73.997276
5..N02R,199,40.722138,-73.997264
5..N02R,200,40.722151,-73.997253
5..N02R,201,40.722163,-73.997241
5..N02R,202,40.722176,-73.997231
5..N02R,203,40.722188,-73.997220
5..N02R,204,40.722201,-73.997210
5..N02R,205,40.722213,-73.997201
5..N02R,206,40.722225,-73.997191
5..N02R,207,40.722237,-73.997183
5..N02R,208,40.722249,-73.997174
5..N02R,209,40.722261,-73.997166
5..N02R,210,40.722273,-73.997158
5..N02R,211,40.722285,-73.997151
5..N02R,212,40.722301,-73.997141
5..N02R,213,40.722322,-73.997128
5..N02R,214,40.722336,-73.997120
5..N02R,215,40.722350,-73.997112
5..N02R,216,40.722364,-73.997104
5..N02R,217,40.722379,-73.997096
5..N02R,218,40.722393,-73.997088
5..N02R,219,40.722407,-73.997081
5..N02R,220,40.722421,-73.997073
5..N02R,221,40.722435,-73.997066
5..N02R,222,40.722450,-73.997060
5..N02R,223,40.722464,-73.997053
5..N02R,224,40.722478,-73.997047
5..N02R,225,40.722492,-73.997041
5..N02R,226,40.722507,-73.997035
5..N02R,227,40.722521,-73.997029
5..N02R,228,40.723289,-73.996736
5..N02R,229,40.723314,-73.996726
5..N02R,230,40.723340,-73.996714
5..N02R,231,40.723365,-73.996702
5..N02R,232,40.723390,-73.996690
5..N02R,233,40.723415,-73.996676
5..N02R,234,40.723439,-73.996662
5..N02R,235,40.723464,-73.996647
5..N02R,236,40.723488,-73.996631
5..N02R,237,40.723512,-73.996614
5..N02R,238,40.723536,-73.996597
5..N02R,239,40.723560,-73.996579
5..N02R,240,40.723584,-73.996560
5..N02R,241,40.723607,-73.996540
5..N02R,242,40.723631,-73.996519
5..N02R,243,40.723654,-73.996498
5..N02R,244,40.725915,-73.994659
5..N02R,245,40.727308,-73.993622
5..N02R,246,40.729514,-73.991740
5..N02R,247,40.729555,-73.991705
5..N02R,248,40.729595,-73.991669
5..N02R,249,40.729634,-73.991631
5..N02R,250,40.729673,-73.991592
5..N02R,251,40.729711,-73.991551
5..N02R,252,40.729748,-73.991509
5..N02R,253,40.729785,-73.991466
5..N02R,254,40.729821,-73.991422
5..N02R,255,40.729856,-73.991376
5..N02R,256,40.729891,-73.991328
5..N02R,257,40.729925,-73.991280
5..N02R,258,40.729958,-73.991229
5..N02R,259,40.729991,-73.991178
5..N02R,260,40.730023,-73.991125
5..N02R,261,40.730054,-73.991070
5..N02R,262,40.730098,-73.991003
5..N02R,263,40.730144,-73.990941
5..N02R,264,40.730194,-73.990882
5..N02R,265,40.730246,-73.990827
5..N02R,266,40.730300,-73.990775
5..N02R,267,40.730358,-73.990727
5..N02R,268,40.730419,-73.990682
5..N02R,269,40.730482,-73.990641
5..N02R,270,40.730548,-73.990603
5..N02R,271,40.730618,-73.990569
5..N02R,272,40.730690,-73.990538
5..N02R,273,40.730765,-73.990511
5..N02R,274,40.730843,-73.990488
5..N02R,275,40.730923,-73.990468
5..N02R,276,40.731008,-73.990453
5..N02R,277,40.733476,-73.989863
5..N02R,278,40.733543,-73.989854
5..N02R,279,40.733612,-73.989847
5..N02R,280,40.733682,-73.989842
5..N02R,281,40.733755,-73.989839
5..N02R,282,40.733829,-73.989838
5..N02R,283,40.733905,-73.989840
5..N02R,284,40.733983,-73.989843
5..N02R,285,40.734063,-73.989849
5..N02R,286,40.734145,-73.989857
5..N02R,287,40.734228,-73.989867
5..N02R,288,40.734314,-73.989880
5..N02R,289,40.734401,-73.989894
5..N02R,290,40.734490,-73.989911
5..N02R,291,40.734580,-73.989930
5..N02R,292,40.734673,-73.989951
5..N02R,293,40.734726,-73.989958
5..N02R,294,40.734779,-73.989964
5..N02R,295,40.734832,-73.989967
5..N02R,296,40.734884,-73.989969
5..N02R,297,40.734935,-73.989968
5..N02R,298,40.734986,-73.989965
5..N02R,299,40.735035,-73.989960
5..N02R,300,40.735084,-73.989953
5..N02R,301,40.735133,-73.989944
5..N02R,302,40.735181,-73.989933
5..N02R,303,40.735228,-73.989920
5..N02R,304,40.735274,-73.989904
5..N02R,305,40.735320,-73.989887
5..N02R,306,40.735365,-73.989867
5..N02R,307,40.735409,-73.989845
5..N02R,308,40.739864,-73.986599
5..N02R,309,40.743070,-73.984264
5..N02R,310,40.746081,-73.982076
5..N02R,311,40.751266,-73.978287
5..N02R,312,40.751298,-73.978260
5..N02R,313,40.751327,-73.978232
5..N02R,314,40.751355,-73.978203
5..N02R,315,40.751381,-73.978172
5..N02R,316,40.751406,-73.978141
5..N02R,317,40.751430,-73.978108
5..N02R,318,40.751452,-73.978074
5..N02R,319,40.751472,-73.978038
5..N02R,320,40.751491,-73.978002
5..N02R,321,40.751509,-73.977964
5..N02R,322,40.751525,-73.977925
5..N02R,323,40.751540,-73.977884
5..N02R,324,40.751553,-73.977843
5..N02R,325,40.751565,-73.977800
5..N02R,326,40.751575,-73.977756
5..N02R,327,40.751776,-73.976848
5..N02R,328,40.751967,-73.976038
5..N02R,329,40.751983,-73.975979
5..N02R,330,40.751998,-73.975923
5..N02R,331,40.752014,-73.975869
5..N02R,332,40.752032,-73.975817
5..N02R,333,40.752051,-73.975768
5..N02R,334,40.752072,-73.975721
5..N02R,335,40.752095,-73.975676
5..N02R,336,40.752119,-73.975634
5..N02R,337,40.752145,-73.975594
5..N02R,338,40.752173,-73.975556
5..N02R,339,40.752202,-73.975521
5..N02R,340,40.752233,-73.975487
5..N02R,341,40.752266,-73.975456
5..N02R,342,40.752300,-73.975427
5..N02R,343,40.752336,-73.975400
5..N02R,344,40.757107,-73.971920
5..N02R,345,40.762526,-73.967967
5..N02R,346,40.768141,-73.963870
5..N02R,347,40.773620,-73.959874
5..N02R,348,40.779492,-73.955589
5..N02R,349,40.785672,-73.951070
5..N02R,350,40.790600,-73.947478
5..N02R,351,40.795020,-73.944250
5..N02R,352,40.798629,-73.941617
5..N02R,353,40.804138,-73.937594
5..N02R,354,40.804172,-73.937570
5..N02R,355,40.808118,-73.934685
5..N02R,356,40.808149,-73.934662
5..N02R,357,40.808179,-73.934639
5..N02R,358,40.808209,-73.934616
5..N02R,359,40.808239,-73.934592
5..N02R,360,40.808267,-73.934569
5..N02R,361,40.808296,-73.934546
5..N02R,362,40.808323,-73.934523
5..N02R,363,40.808351,-73.934501
5..N02R,364,40.808377,-73.934478
5..N02R,365,40.808403,-73.934455
5..N02R,366,40.808429,-73.934433
5..N02R,367,40.808454,-73.934410
5..N02R,368,40.808479,-73.934388
5..N02R,369,40.808503,-73.934366
5..N02R,370,40.808526,-73.934344
5..N02R,371,40.812093,-73.930931
5..N02R,372,40.813224,-73.929849
5..N02R,373,40.813881,-73.929281
5..N02R,374,40.813931,-73.929244
5..N02R,375,40.813982,-73.929209
5..N02R,376,40.814033,-73.929174
5..N02R,377,40.814085,-73.929142
5..N02R,378,40.814137,-73.929110
5..N02R,379,40.814189,-73.929080
5..N02R,380,40.814242,-73.929051
5..N02R,381,40.814295,-73.929023
5..N02R,382,40.814348,-73.928997
5..N02R,383,40.814402,-73.928972
5..N02R,384,40.814456,-73.928949
5..N02R,385,40.814511,-73.928927
5..N02R,386,40.814566,-73.928906
5..N02R,387,40.814621,-73.928886
5..N02R,388,40.814677,-73.928868
5..N02R,389,40.816617,-73.928138
5..N02R,390,40.816675,-73.928118
5..N02R,391,40.816732,-73.928097
5..N02R,392,40.816790,-73.928076
5..N02R,393,40.816847,-73.928054
5..N02R,394,40.816905,-73.928031
5..N02R,395,40.816962,-73.928008
5..N02R,396,40.817019,-73.927985
5..N02R,397,40.817077,-73.927961
5..N02R,398,40.817134,-73.927936
5..N02R,399,40.817191,-73.927911
5..N02R,400,40.817247,-73.927885
5..N02R,401,40.817304,-73.927859
5..N02R,402,40.817361,-73.927832
5..N02R,403,40.817417,-73.927805
5..N02R,404,40.817474,-73.927778
5..N02R,405,40.817511,-73.927767
5..N02R,406,40.817547,-73.927758
5..N02R,407,40.817581,-73.927755
5..N02R,408,40.817615,-73.927756
5..N02R,409,40.817648,-73.927763
5..N02R,410,40.817680,-73.927776
